automation,automation_level,capture_step,closing_speed_at_min,colreg_role,course_change_after_warning_deg,dest_range_final,destination_step,dt,episode,event_grade,event_grade_name,event_score,final_distance,first_encounter_step,first_encounter_type,guide_sample,init_heading_deg,init_speed,max_cri,max_severity,mean_speed,merge_sample,min_dcpa,min_distance,own_path_len,progress,route_length,rudder_change_mean,rudder_mean_abs,scenario,scn_course_diff_deg,scn_dcpa_offset_nm,scn_initial_bearing_deg,scn_initial_range_nm,scn_t_meet_min,scn_target_course_deg,steps,steps_sev1,steps_sev2,steps_sev3,success,target_evasions,target_speed,task,termination,throttle_change_mean,total_reward,xte_mean
none,none,66,16.260912828256494,both_give_way,0.0,801.3512031570224,66,10.0,0,2,domain_infringement,70.5,783.2500838802792,3,head_on,48,40.07788034136007,5.1661642161718415,0.5933156517360293,2,9.00407605110923,135,132.83554270195515,783.2500838802792,5942.690193732092,5824.386688392792,5824.386688392792,0.015384615384615385,0.015151515151515152,head_on,185.9496251863856,-0.2527646797428006,0.3021429610823076,5.5752296838315285,17.13347722920078,-133.97249447225437,66,62,2,0,1,0,5.4915660267074795,attack,domain_violation,0.0,170.70729216417496,312.926696402143
none,none,108,15.570064648449057,both_give_way,-2.000134445988724,5881.411392716433,108,10.0,1,2,domain_infringement,62.42,736.6070442192886,38,head_on,182,34.88438527784537,7.121315208778111,0.5308451166496202,2,10.525510202578271,71,298.1582970984874,736.6070442192886,11367.551018784532,5858.287109955366,5858.287109955366,0.02336448598130841,0.05092592592592592,head_on,175.2646281569805,-0.2972222140029685,-3.889730897769942,10.238701763623594,23.48596576538746,-149.8509865651741,108,69,2,0,1,0,6.621146853791457,attack,domain_violation,0.0,257.43201521025776,1732.8703829610843
none,none,120,1.9209389313776228,both_give_way,,6382.125999647235,120,10.0,2,2,domain_infringement,57.88,879.1135231043796,107,crossing_starboard,13,54.052187704899,7.17775656692883,0.5283904305423885,2,10.588868103461103,195,215.25521400207433,762.1588126711517,12706.641724153324,5856.995727617903,5856.995727617903,0.04201680672268908,0.14583333333333334,head_on,176.47612693662637,-0.13317516015479083,-2.596993480134381,10.904120049463163,21.64088350639253,-129.47168535847462,120,10,2,0,1,0,7.789725271631234,attack,domain_violation,0.0,265.2498129197285,1862.5235040046725
none,none,69,8.091880495847999,give_way,-22.230774995004317,2709.2822552215116,69,10.0,0,2,domain_infringement,71.28,674.7304923137214,4,crossing_starboard,48,40.07788034136007,5.1661642161718415,0.5005871664054112,2,8.737994011014,135,38.39061697614965,674.7304923137214,6029.215867599661,5148.515510567972,5824.386688392792,0.08823529411764706,0.3115942028985507,crossing_starboard,119.74812593192802,-0.2527646797428006,-31.807013016470236,4.963766783962342,17.13347722920078,159.82600627328807,69,22,2,0,1,0,5.4915660267074795,attack,domain_violation,0.0,156.10513150544568,1252.7457550237
none,none,99,2.8620681728457726,give_way,,4773.133286294895,99,10.0,1,2,domain_infringement,63.85,869.3895067294715,93,overtaking,182,34.88438527784537,7.121315208778111,0.30760137885851335,2,9.736113101634563,71,22.18056062989267,869.3895067294715,9638.751970618217,5858.287109955366,5858.287109955366,0.07142857142857142,0.3838383838383838,crossing_starboard,66.32314078490253,-0.2972222140029685,-53.46798236124444,5.855616899449101,23.48596576538746,101.20752606274792,99,5,2,0,1,0,6.621146853791457,attack,domain_violation,0.0,170.87468046952196,2808.759076577665
none,none,154,1.3283508715129073,give_way,-19.9791517706883,911.8447105242723,154,10.0,2,2,domain_infringement,65.45,941.371818823302,13,crossing_starboard,13,54.052187704899,7.17775656692883,0.48470246640487225,2,9.374074859810069,195,11.134081460955198,868.2057095062643,14436.075284107505,5856.995727617903,5856.995727617903,0.05555555555555555,0.5357142857142857,crossing_starboard,72.38063468313182,-0.13317516015479083,-60.39729842407342,6.58947728002596,21.64088350639253,126.43282238803081,154,22,2,0,1,0,7.789725271631234,attack,domain_violation,0.0,186.77109234418498,2077.872998982464
none,none,57,1.4947219844001665,stand_on,47.07086006802182,2199.6112371843483,57,10.0,0,2,domain_infringement,60.78,777.0140312340067,0,crossing_port,48,40.07788034136007,5.1661642161718415,0.46257921078327446,2,7.82581045209435,135,115.4576303305987,777.0140312340067,4460.711957693779,4076.2092868922405,5824.386688392792,0.03571428571428571,0.6666666666666666,crossing_port,-60.251874068072,-0.2527646797428006,54.29551728410556,2.5992293478995268,17.13347722920078,-20.173993726711917,57,26,2,0,1,0,5.4915660267074795,attack,domain_violation,0.0,107.5425553080347,690.2562332125007
none,none,124,4.084720126991056,stand_on,,5680.716070066606,124,10.0,1,2,domain_infringement,42.55,893.2731626953271,117,overtaking,182,34.88438527784537,7.121315208778111,0.22347992577664286,2,10.380909978751497,71,514.4500715087677,893.2731626953271,12872.328373651857,5858.287109955366,5858.287109955366,0.08536585365853659,0.2217741935483871,crossing_port,-113.67685921509747,-0.2972222140029685,29.21292869368978,8.422560229739513,23.48596576538746,-78.79247393725211,124,6,2,0,1,0,6.621146853791457,attack,domain_violation,0.0,222.07098829308572,2010.8728221401655
none,none,149,3.6283352904412367,stand_on,,6693.767178851184,149,10.0,2,2,domain_infringement,60.93,908.3502314207501,133,overtaking,13,54.052187704899,7.17775656692883,0.09452861001089073,2,10.510204490299682,195,33.56246175241096,908.3502314207501,15660.204690546527,5856.995727617903,5856.995727617903,0.08783783783783784,0.18791946308724833,crossing_port,-107.61936531686818,-0.13317516015479083,38.73804408996887,8.730195283861825,21.64088350639253,-53.567177611969186,149,15,2,0,1,0,7.789725271631234,attack,domain_violation,0.0,231.86367420205676,3684.216989163061
none,none,58,6.776399060230529,give_way,-8.345166492635387,1657.7543335114276,58,10.0,0,2,domain_infringement,68.04,857.0004582714267,2,overtaking,48,40.07788034136007,8.928356092645075,0.2918784211439502,2,10.365143859182083,135,10.310712733766644,857.0004582714267,6011.783438325609,5670.037961323057,5824.386688392792,0.08771929824561403,0.16379310344827586,overtaking,14.874062965964004,-0.2527646797428006,-17.294024807300552,2.390271168731141,13.849013598640674,54.951943307324086,58,30,2,0,1,0,4.451103264139253,attack,domain_violation,0.0,108.69735902357192,870.4289570072416
